type	picture	name	phase	sort	tab	seat	quality	strenthenCoinFactor	strenthenSuccessFactor	strenthenSuccessFactor	limitLevel	Price	attack	hp	defend	puncture	hit	dodge	crit	critPercentage	anitCrit	toughness	state	desc	maxSocket	limitHero	avatar
113020	icon_113017	阴谋饰物	5	13	5	2	3	0.54	1.55	1.55	27	2100	54	1134	72	72	72	72	72	72	72	0	0	三阶4级项链，25级可以使用，可以通过合成获得	3
113021	icon_113021	格拉斯项圈	6	13	5	2	3	0.57	1.4	1.4	28	2200	53	1103	70	70	70	70	70	70	70	0	0	三阶5级项链，26级可以使用，可以在祖尔神迹中高级副本中获得	3
113022	icon_113021	格拉斯项圈	6	13	5	2	4	0.6	1.25	1.25	29	2300	56	1166	74	74	74	74	74	74	74	0	0	三阶6级项链，27级可以使用，可以通过合成获得	4
113023	icon_113021	格拉斯项圈	6	13	5	2	4	0.63	1.1	1.1	30	2400	57	1197	76	76	76	76	76	76	76	0	0	三阶7级项链，28级可以使用，可以在祖尔神迹高级副本中获得	4
113024	icon_113021	格拉斯项圈	6	13	5	2	5	0.66	0.95	0.95	31	2500	60	1260	80	80	80	80	80	80	80	0	0	三阶8级项链，29级可以使用，可以通过合成获得	5
113025	icon_113025	遗忘之名	7	13	5	2	1	0.65	1.5	1.5	32	2600	57	1197	76	76	76	76	76	76	76	0	0	四阶1级项链，30级可以使用，可以在主线或者厄运王国低级副本中获得	1
113026	icon_113025	遗忘之名	7	13	5	2	2	0.68	1.4	1.4	33	2700	60	1260	80	80	80	80	80	80	80	0	0	四阶2级项链，31级可以使用，可以通过合成获得	2
113027	icon_113025	遗忘之名	7	13	5	2	2	0.71	1.3	1.3	34	2800	62	1292	82	82	82	82	82	82	82	0	0	四阶3级项链，32级可以使用，可以在厄运王国中低级副本中获得	2
113028	icon_113025	遗忘之名	7	13	5	2	3	0.74	1.2	1.2	35	2900	69	1449	92	92	92	92	92	92	92	0	0	四阶4级项链，33级可以使用，可以通过合成获得	3
113029	icon_113029	囚徒宝石	8	13	5	2	3	0.77	1.1	1.1	36	3000	68	1418	90	90	90	90	90	90	90	0	0	四阶5级项链，34级可以使用，可以在厄运王国中高级副本中获得	3
113030	icon_113029	囚徒宝石	8	13	5	2	4	0.8	1	1	37	3100	71	1481	94	94	94	94	94	94	94	0	0	四阶6级项链，35级可以使用，可以通过合成获得	4
113031	icon_113029	囚徒宝石	8	13	5	2	4	0.83	0.9	0.9	38	3200	72	1512	96	96	96	96	96	96	96	0	0	四阶7级项链，36级可以使用，可以在厄运王国高级副本中获得	4
113032	icon_113029	囚徒宝石	8	13	5	2	5	0.86	0.8	0.8	39	3300	75	1575	100	100	100	100	100	100	100	0	0	四阶8级项链，37级可以使用，可以通过合成获得	5
113033	icon_113033	神明咒符	9	13	5	2	1	0.85	1.2	1.2	40	3400	71	1481	94	94	94	94	94	94	94	0	0	五阶1级项链，38级可以使用，可以在主线或者斯坦索姆低级副本中获得	1
113034	icon_113033	神明咒符	9	13	5	2	2	0.88	1.1	1.1	41	3500	74	1544	98	98	98	98	98	98	98	0	0	五阶2级项链，39级可以使用，可以通过合成获得	2
113035	icon_113033	神明咒符	9	13	5	2	2	0.91	1	1	42	3600	75	1575	100	100	100	100	100	100	100	0	0	五阶3级项链，40级可以使用，可以在斯坦索姆中低级副本中获得	2
113036	icon_113033	神明咒符	9	13	5	2	3	0.9399999999999999	0.9	0.9	43	3700	77	1607	102	102	102	102	102	102	102	0	0	五阶4级项链，41级可以使用，可以通过合成获得	3
113037	icon_113037	克苏恩印记	10	13	5	2	3	0.97	0.8	0.8	44	3800	77	1607	102	102	102	102	102	102	102	0	0	五阶5级项链，42级可以使用，可以在斯坦索姆中高级副本中获得	3
113038	icon_113037	克苏恩印记	10	13	5	2	4	1	0.7	0.7	45	3900	80	1670	106	106	106	106	106	106	106	0	0	五阶6级项链，43级可以使用，可以通过合成获得	4
113039	icon_113037	克苏恩印记	10	13	5	2	4	1.03	0.6	0.6	46	4000	81	1701	108	108	108	108	108	108	108	0	0	五阶7级项链，44级可以使用，可以在斯坦索姆高级副本中获得	4
113040	icon_113037	克苏恩印记	10	13	5	2	5	1.06	0.5	0.5	47	4100	83	1733	110	110	110	110	110	110	110	0	0	五阶8级项链，45级可以使用，可以通过合成获得	5
113041	icon_113041	生命牵引者	11	13	5	2	1	1.05	1	1	48	4200	78	1638	104	104	104	104	104	104	104	0	0	六阶1级项链，46级可以使用，可以在主线或者黑石之翼低级副本中获得	1
113042	icon_113041	生命牵引者	11	13	5	2	2	1.08	0.92	0.92	49	4300	81	1701	108	108	108	108	108	108	108	0	0	六阶2级项链，47级可以使用，可以通过合成获得	2
113043	icon_113041	生命牵引者	11	13	5	2	2	1.11	0.84	0.84	50	4400	83	1733	110	110	110	110	110	110	110	0	0	六阶3级项链，48级可以使用，可以在黑石之翼中低级副本中获得	2
113044	icon_113041	生命牵引者	11	13	5	2	3	1.14	0.76	0.76	51	4500	86	1796	114	114	114	114	114	114	114	0	0	六阶4级项链，49级可以使用，可以通过合成获得	3
113045	icon_113045	沸腾符咒	12	13	5	2	3	1.17	0.68	0.68	52	4600	84	1764	112	112	112	112	112	112	112	0	0	六阶5级项链，50级可以使用，可以在黑石之翼中高级副本中获得	3
113046	icon_113045	沸腾符咒	12	13	5	2	4	1.2	0.6	0.6	53	4700	86	1796	114	114	114	114	114	114	114	0	0	六阶6级项链，51级可以使用，可以通过合成获得	4
113047	icon_113045	沸腾符咒	12	13	5	2	4	1.23	0.52	0.52	54	4800	87	1827	116	116	116	116	116	116	116	0	0	六阶7级项链，52级可以使用，可以在黑石之翼高级副本中获得	4
113048	icon_113045	沸腾符咒	12	13	5	2	5	1.26	0.44	0.44	55	4900	90	1890	120	120	120	120	120	120	120	0	0	六阶8级项链，53级可以使用，可以通过合成获得	5
213001	icon_213001	灵魂战链	30	13	5	2	4	1.25	0.83	0.83	35	2200	53	1103	70	70	70	70	70	70	70	42	0	战场一节1级项链，36级可以使用，附有韧性属性，可以通过战场兑换获得	4
213002	icon_213001	灵魂战链	31	13	5	2	4	1.28	0.78	0.78	40	2600	57	1197	76	76	76	76	76	76	76	60	0	战场一节2级项链，46级可以使用，附有韧性属性，可以通过战场兑换获得	4
213003	icon_213001	灵魂战链	32	13	5	2	4	1.31	0.46	0.6	45	3400	71	1481	94	94	94	94	94	94	94	80	0	战场一节3级项链，56级可以使用，附有韧性属性，可以通过战场兑换获得	4
213004	icon_213002	荣耀之光	33	13	5	2	4	1.34	0.4	0.55	50	4200	78	1638	104	104	104	104	104	104	104	100	0	战场二节1级项链，57级可以使用，附有韧性属性，可以通过战场兑换获得	4
213005	icon_213002	荣耀之光	34	13	5	2	4	1.37	0.34	0.5	58	4900	90	1890	120	120	120	120	120	120	120	110	0	战场二节2级项链，60级可以使用，附有韧性属性，可以通过战场兑换获得	4
213006	icon_213002	荣耀之光	35	13	5	2	5	1.4	0.28	0.4	60	4900	90	1890	120	120	120	120	120	120	120	120	0	战场二节3级项链，60级可以使用，附有韧性属性，可以通过战场兑换获得	5
114001	icon_114001	大帝之戒	1	14	5	3	1	0.05	3	3	2	200	45	105	20	20	20	20	20	20	20	0	0	一阶1级戒指，1级可以使用，可以在主线或者银牙城堡低级副本中获得	1
114002	icon_114001	大帝之戒	1	14	5	3	2	0.08	2.8	2.8	4	300	54	126	24	24	24	24	24	24	24	0	0	一阶2级戒指，3级可以使用，可以通过合成获得	2
114003	icon_114001	大帝之戒	1	14	5	3	2	0.11	2.6	2.6	6	400	59	137	26	26	26	26	26	26	26	0	0	一阶3级戒指，5级可以使用，可以在银牙城堡中低级副本中获得	2
114004	icon_114001	大帝之戒	1	14	5	3	3	0.14	2.4	2.4	8	500	81	189	36	36	36	36	36	36	36	0	0	一阶4级戒指，7级可以使用，可以通过合成获得	3
114005	icon_114005	屠龙之戒	2	14	5	3	3	0.17	2.2	2.2	10	600	72	168	32	32	32	32	32	32	32	0	0	一阶5级戒指，9级可以使用，可以在银牙城堡中高级副本中获得	3
114006	icon_114005	屠龙之戒	2	14	5	3	4	0.2	2	2	12	700	81	189	36	36	36	36	36	36	36	0	0	一阶6级戒指，12级可以使用，可以通过合成获得	4
114007	icon_114005	屠龙之戒	2	14	5	3	4	0.23	1.8	1.8	14	800	86	200	38	38	38	38	38	38	38	0	0	一阶7级戒指，13级可以使用，可以在银牙城堡高级副本中获得	4
114008	icon_114005	屠龙之戒	2	14	5	3	5	0.26	1.6	1.6	15	900	95	221	42	42	42	42	42	42	42	0	0	一阶8级戒指，14级可以使用，可以通过合成获得	5
114009	icon_114009	清算之戒	3	14	5	3	1	0.25	2.5	2.5	16	1000	86	200	38	38	38	38	38	38	38	0	0	二阶1级戒指，15级可以使用，可以在主线或者血色教堂低级副本中获得	1
114010	icon_114009	清算之戒	3	14	5	3	2	0.28	2.3	2.3	17	1100	95	221	42	42	42	42	42	42	42	0	0	二阶2级戒指，16级可以使用，可以通过合成获得	2
114011	icon_114009	清算之戒	3	14	5	3	2	0.31	2.1	2.1	18	1200	99	231	44	44	44	44	44	44	44	0	0	二阶3级戒指，17级可以使用，可以在血色教堂中低级副本中获得	2
114012	icon_114009	清算之戒	3	14	5	3	3	0.34	1.9	1.9	19	1300	122	284	54	54	54	54	54	54	54	0	0	二阶4级戒指，18级可以使用，可以通过合成获得	3
114013	icon_114013	祈祷之戒	4	14	5	3	3	0.37	1.7	1.7	20	1400	113	263	50	50	50	50	50	50	50	0	0	二阶5级戒指，19级可以使用，可以在血色教堂中高级副本中获得	3
114014	icon_114013	祈祷之戒	4	14	5	3	4	0.4	1.5	1.5	21	1500	122	284	54	54	54	54	54	54	54	0	0	二阶6级戒指，20级可以使用，可以通过合成获得	4
114015	icon_114013	祈祷之戒	4	14	5	3	4	0.43	1.3	1.3	22	1600	126	294	56	56	56	56	56	56	56	0	0	二阶7级戒指，21级可以使用，可以在血色教堂高级副本中获得	4
114016	icon_114013	祈祷之戒	4	14	5	3	5	0.46	1.1	1.1	23	1700	135	315	60	60	60	60	60	60	60	0	0	二阶8级戒指，22级可以使用，可以通过合成获得	5
114017	icon_114017	命运之戒	5	14	5	3	1	0.45	2	2	24	1800	126	294	56	56	56	56	56	56	56	0	0	三阶1级戒指，23级可以使用，可以在主线或者祖尔神迹低级副本中获得	1
114018	icon_114017	命运之戒	5	14	5	3	2	0.48	1.85	1.85	25	1900	135	315	60	60	60	60	60	60	60	0	0	三阶2级戒指，24级可以使用，可以通过合成获得	2
114019	icon_114017	命运之戒	5	14	5	3	2	0.51	1.7	1.7	26	2000	140	326	62	62	62	62	62	62	62	0	0	三阶3级戒指，25级可以使用，可以在祖尔神迹中低级副本中获得	2
114020	icon_114017	命运之戒	5	14	5	3	3	0.54	1.55	1.55	27	2100	162	378	72	72	72	72	72	72	72	0	0	三阶4级戒指，26级可以使用，可以通过合成获得	3
114021	icon_114021	鼓舞之戒	6	14	5	3	3	0.57	1.4	1.4	28	2200	158	368	70	70	70	70	70	70	70	0	0	三阶5级戒指，27级可以使用，可以在祖尔神迹中高级副本中获得	3
114022	icon_114021	鼓舞之戒	6	14	5	3	4	0.6	1.25	1.25	29	2300	167	389	74	74	74	74	74	74	74	0	0	三阶6级戒指，28级可以使用，可以通过合成获得	4
114023	icon_114021	鼓舞之戒	6	14	5	3	4	0.63	1.1	1.1	30	2400	171	399	76	76	76	76	76	76	76	0	0	三阶7级戒指，29级可以使用，可以在祖尔神迹高级副本中获得	4
114024	icon_114021	鼓舞之戒	6	14	5	3	5	0.66	0.95	0.95	31	2500	180	420	80	80	80	80	80	80	80	0	0	三阶8级戒指，30级可以使用，可以通过合成获得	5
114025	icon_114025	冰雹指环	7	14	5	3	1	0.65	1.5	1.5	32	2600	171	399	76	76	76	76	76	76	76	0	0	四阶1级戒指，31级可以使用，可以在主线或者厄运王国低级副本中获得	1
114026	icon_114025	冰雹指环	7	14	5	3	2	0.68	1.4	1.4	33	2700	180	420	80	80	80	80	80	80	80	0	0	四阶2级戒指，32级可以使用，可以通过合成获得	2
114027	icon_114025	冰雹指环	7	14	5	3	2	0.71	1.3	1.3	34	2800	185	431	82	82	82	82	82	82	82	0	0	四阶3级戒指，33级可以使用，可以在厄运王国中低级副本中获得	2
114028	icon_114025	冰雹指环	7	14	5	3	3	0.74	1.2	1.2	35	2900	207	483	92	92	92	92	92	92	92	0	0	四阶4级戒指，34级可以使用，可以通过合成获得	3
114029	icon_114029	超自然之环	8	14	5	3	3	0.77	1.1	1.1	36	3000	203	473	90	90	90	90	90	90	90	0	0	四阶5级戒指，35级可以使用，可以在厄运王国中高级副本中获得	3
114030	icon_114029	超自然之环	8	14	5	3	4	0.8	1	1	37	3100	212	494	94	94	94	94	94	94	94	0	0	四阶6级戒指，36级可以使用，可以通过合成获得	4
114031	icon_114029	超自然之环	8	14	5	3	4	0.83	0.9	0.9	38	3200	216	504	96	96	96	96	96	96	96	0	0	四阶7级戒指，37级可以使用，可以在厄运王国高级副本中获得	4
114032	icon_114029	超自然之环	8	14	5	3	5	0.86	0.8	0.8	39	3300	225	525	100	100	100	100	100	100	100	0	0	四阶8级戒指，38级可以使用，可以通过合成获得	5
114033	icon_114033	灵魂之戒	9	14	5	3	1	0.85	1.2	1.2	40	3400	212	494	94	94	94	94	94	94	94	0	0	五阶1级戒指，39级可以使用，可以在主线或者斯坦索姆低级副本中获得	1
114034	icon_114033	灵魂之戒	9	14	5	3	2	0.88	1.1	1.1	41	3500	221	515	98	98	98	98	98	98	98	0	0	五阶2级戒指，40级可以使用，可以通过合成获得	2
114035	icon_114033	灵魂之戒	9	14	5	3	2	0.91	1	1	42	3600	225	525	100	100	100	100	100	100	100	0	0	五阶3级戒指，41级可以使用，可以在斯坦索姆中低级副本中获得	2
114036	icon_114033	灵魂之戒	9	14	5	3	3	0.9399999999999999	0.9	0.9	43	3700	230	536	102	102	102	102	102	102	102	0	0	五阶4级戒指，42级可以使用，可以通过合成获得	3
114037	icon_114037	诅咒者徽记	10	14	5	3	3	0.97	0.8	0.8	44	3800	230	536	102	102	102	102	102	102	102	0	0	五阶5级戒指，43级可以使用，可以在斯坦索姆中高级副本中获得	3
114038	icon_114037	诅咒者徽记	10	14	5	3	4	1	0.7	0.7	45	3900	239	557	106	106	106	106	106	106	106	0	0	五阶6级戒指，44级可以使用，可以通过合成获得	4
114039	icon_114037	诅咒者徽记	10	14	5	3	4	1.03	0.6	0.6	46	4000	243	567	108	108	108	108	108	108	108	0	0	五阶7级戒指，45级可以使用，可以在斯坦索姆高级副本中获得	4
114040	icon_114037	诅咒者徽记	10	14	5	3	5	1.06	0.5	0.5	47	4100	248	578	110	110	110	110	110	110	110	0	0	五阶8级戒指，46级可以使用，可以通过合成获得	5
114041	icon_114041	屠神者之戒	11	14	5	3	1	1.05	1	1	48	4200	234	546	104	104	104	104	104	104	104	0	0	六阶1级戒指，47级可以使用，可以在主线或者黑石之翼低级副本中获得	1
114042	icon_114041	屠神者之戒	11	14	5	3	2	1.08	0.92	0.92	49	4300	243	567	108	108	108	108	108	108	108	0	0	六阶2级戒指，48级可以使用，可以通过合成获得	2
114043	icon_114041	屠神者之戒	11	14	5	3	2	1.11	0.84	0.84	50	4400	248	578	110	110	110	110	110	110	110	0	0	六阶3级戒指，49级可以使用，可以在黑石之翼中低级副本中获得	2
114044	icon_114041	屠神者之戒	11	14	5	3	3	1.14	0.76	0.76	51	4500	257	599	114	114	114	114	114	114	114	0	0	六阶4级戒指，50级可以使用，可以通过合成获得	3
114045	icon_114045	堕落之神明	12	14	5	3	3	1.17	0.68	0.68	52	4600	252	588	112	112	112	112	112	112	112	0	0	六阶5级戒指，51级可以使用，可以在黑石之翼中高级副本中获得	3
114046	icon_114045	堕落之神明	12	14	5	3	4	1.2	0.6	0.6	53	4700	257	599	114	114	114	114	114	114	114	0	0	六阶6级戒指，52级可以使用，可以通过合成获得	4
114047	icon_114045	堕落之神明	12	14	5	3	4	1.23	0.52	0.52	54	4800	261	609	116	116	116	116	116	116	116	0	0	六阶7级戒指，53级可以使用，可以在黑石之翼高级副本中获得	4
114048	icon_114045	堕落之神明	12	14	5	3	5	1.26	0.44	0.44	55	4900	270	630	120	120	120	120	120	120	120	0	0	六阶8级戒指，54级可以使用，可以通过合成获得	5
214001	icon_214001	战龙之徽	30	14	5	3	4	1.25	0.83	0.83	35	2200	158	368	70	70	70	70	70	70	70	42	0	战场一节1级戒指，37级可以使用，附有韧性属性，可以通过战场兑换获得	4
214002	icon_214001	战龙之徽	31	14	5	3	4	1.28	0.78	0.78	40	3400	212	494	94	94	94	94	94	94	94	60	0	战场一节2级戒指，47级可以使用，附有韧性属性，可以通过战场兑换获得	4
214003	icon_214001	战龙之徽	32	14	5	3	4	1.31	0.46	0.6	45	4200	234	546	104	104	104	104	104	104	104	80	0	战场一节3级戒指，57级可以使用，附有韧性属性，可以通过战场兑换获得	4
214004	icon_214002	魔吸之戒	33	14	5	3	4	1.34	0.4	0.55	50	3300	225	525	100	100	100	100	100	100	100	100	0	战场二节1级戒指，58级可以使用，附有韧性属性，可以通过战场兑换获得	4
214005	icon_214002	魔吸之戒	34	14	5	3	4	1.37	0.34	0.5	58	4900	270	630	120	120	120	120	120	120	120	110	0	战场二节2级戒指，60级可以使用，附有韧性属性，可以通过战场兑换获得	4
214006	icon_214002	魔吸之戒	35	14	5	3	5	1.4	0.28	0.4	60	4900	270	630	120	120	120	120	120	120	120	120	0	战场二节3级戒指，60级可以使用，附有韧性属性，可以通过战场兑换获得	5
115001	icon_115001	深奥束腕	1	15	5	4	1	0.05	3	3	2	200	30	420	20	20	20	20	20	20	20	0	0	一阶1级手镯，1级可以使用，可以在主线或者银牙城堡低级副本中获得	1
115002	icon_115001	深奥束腕	1	15	5	4	2	0.08	2.8	2.8	4	300	36	504	24	24	24	24	24	24	24	0	0	一阶2级手镯，3级可以使用，可以通过合成获得	2
115003	icon_115001	深奥束腕	1	15	5	4	2	0.11	2.6	2.6	6	400	39	546	26	26	26	26	26	26	26	0	0	一阶3级手镯，5级可以使用，可以在银牙城堡中低级副本中获得	2
115004	icon_115001	深奥束腕	1	15	5	4	3	0.14	2.4	2.4	8	500	54	756	36	36	36	36	36	36	36	0	0	一阶4级手镯，7级可以使用，可以通过合成获得	3
115005	icon_115005	觉醒者手镯	2	15	5	4	3	0.17	2.2	2.2	10	600	48	672	32	32	32	32	32	32	32	0	0	一阶5级手镯，9级可以使用，可以在银牙城堡中高级副本中获得	3
115006	icon_115005	觉醒者手镯	2	15	5	4	4	0.2	2	2	12	700	54	756	36	36	36	36	36	36	36	0	0	一阶6级手镯，13级可以使用，可以通过合成获得	4
115007	icon_115005	觉醒者手镯	2	15	5	4	4	0.23	1.8	1.8	14	800	57	798	38	38	38	38	38	38	38	0	0	一阶7级手镯，14级可以使用，可以在银牙城堡高级副本中获得	4
115008	icon_115005	觉醒者手镯	2	15	5	4	5	0.26	1.6	1.6	15	900	63	882	42	42	42	42	42	42	42	0	0	一阶8级手镯，15级可以使用，可以通过合成获得	5
115009	icon_115009	狂暴者护腕	3	15	5	4	1	0.25	2.5	2.5	16	1000	57	798	38	38	38	38	38	38	38	0	0	二阶1级手镯，16级可以使用，可以在主线或者血色教堂低级副本中获得	1
115010	icon_115009	狂暴者护腕	3	15	5	4	2	0.28	2.3	2.3	17	1100	63	882	42	42	42	42	42	42	42	0	0	二阶2级手镯，17级可以使用，可以通过合成获得	2
115011	icon_115009	狂暴者护腕	3	15	5	4	2	0.31	2.1	2.1	18	1200	66	924	44	44	44	44	44	44	44	0	0	二阶3级手镯，18级可以使用，可以在血色教堂中低级副本中获得	2
115012	icon_115009	狂暴者护腕	3	15	5	4	3	0.34	1.9	1.9	19	1300	81	1134	54	54	54	54	54	54	54	0	0	二阶4级手镯，19级可以使用，可以通过合成获得	3
115013	icon_115013	黑铁护腕	4	15	5	4	3	0.37	1.7	1.7	20	1400	75	1050	50	50	50	50	50	50	50	0	0	二阶5级手镯，20级可以使用，可以在血色教堂中高级副本中获得	3
115014	icon_115013	黑铁护腕	4	15	5	4	4	0.4	1.5	1.5	21	1500	81	1134	54	54	54	54	54	54	54	0	0	二阶6级手镯，21级可以使用，可以通过合成获得	4
115015	icon_115013	黑铁护腕	4	15	5	4	4	0.43	1.3	1.3	22	1600	84	1176	56	56	56	56	56	56	56	0	0	二阶7级手镯，22级可以使用，可以在血色教堂高级副本中获得	4
115016	icon_115013	黑铁护腕	4	15	5	4	5	0.46	1.1	1.1	23	1700	90	1260	60	60	60	60	60	60	60	0	0	二阶8级手镯，23级可以使用，可以通过合成获得	5
115017	icon_115017	狂暴者护腕	5	15	5	4	1	0.45	2	2	24	1800	84	1176	56	56	56	56	56	56	56	0	0	三阶1级手镯，24级可以使用，可以在主线或者祖尔神迹低级副本中获得	1
115018	icon_115017	狂暴者护腕	5	15	5	4	2	0.48	1.85	1.85	25	1900	90	1260	60	60	60	60	60	60	60	0	0	三阶2级手镯，25级可以使用，可以通过合成获得	2
115019	icon_115017	狂暴者护腕	5	15	5	4	2	0.51	1.7	1.7	26	2000	93	1302	62	62	62	62	62	62	62	0	0	三阶3级手镯，26级可以使用，可以在祖尔神迹中低级副本中获得	2
115020	icon_115017	狂暴者护腕	5	15	5	4	3	0.54	1.55	1.55	27	2100	108	1512	72	72	72	72	72	72	72	0	0	三阶4级手镯，27级可以使用，可以通过合成获得	3
115021	icon_115021	龙骨护腕	6	15	5	4	3	0.57	1.4	1.4	28	2200	105	1470	70	70	70	70	70	70	70	0	0	三阶5级手镯，28级可以使用，可以在祖尔神迹中高级副本中获得	3
115022	icon_115021	龙骨护腕	6	15	5	4	4	0.6	1.25	1.25	29	2300	111	1554	74	74	74	74	74	74	74	0	0	三阶6级手镯，29级可以使用，可以通过合成获得	4
115023	icon_115021	龙骨护腕	6	15	5	4	4	0.63	1.1	1.1	30	2400	114	1596	76	76	76	76	76	76	76	0	0	三阶7级手镯，30级可以使用，可以在祖尔神迹高级副本中获得	4
115024	icon_115021	龙骨护腕	6	15	5	4	5	0.66	0.95	0.95	31	2500	120	1680	80	80	80	80	80	80	80	0	0	三阶8级手镯，31级可以使用，可以通过合成获得	5
115025	icon_115025	污染者护腕	7	15	5	4	1	0.65	1.5	1.5	32	2600	114	1596	76	76	76	76	76	76	76	0	0	四阶1级手镯，32级可以使用，可以在主线或者厄运王国低级副本中获得	1
115026	icon_115025	污染者护腕	7	15	5	4	2	0.68	1.4	1.4	33	2700	120	1680	80	80	80	80	80	80	80	0	0	四阶2级手镯，33级可以使用，可以通过合成获得	2
115027	icon_115025	污染者护腕	7	15	5	4	2	0.71	1.3	1.3	34	2800	123	1722	82	82	82	82	82	82	82	0	0	四阶3级手镯，34级可以使用，可以在厄运王国中低级副本中获得	2
115028	icon_115025	污染者护腕	7	15	5	4	3	0.74	1.2	1.2	35	2900	138	1932	92	92	92	92	92	92	92	0	0	四阶4级手镯，35级可以使用，可以通过合成获得	3
115029	icon_115029	复仇腕甲	8	15	5	4	3	0.77	1.1	1.1	36	3000	135	1890	90	90	90	90	90	90	90	0	0	四阶5级手镯，36级可以使用，可以在厄运王国中高级副本中获得	3
115030	icon_115029	复仇腕甲	8	15	5	4	4	0.8	1	1	37	3100	141	1974	94	94	94	94	94	94	94	0	0	四阶6级手镯，37级可以使用，可以通过合成获得	4
115031	icon_115029	复仇腕甲	8	15	5	4	4	0.83	0.9	0.9	38	3200	144	2016	96	96	96	96	96	96	96	0	0	四阶7级手镯，38级可以使用，可以在厄运王国高级副本中获得	4
115032	icon_115029	复仇腕甲	8	15	5	4	5	0.86	0.8	0.8	39	3300	150	2100	100	100	100	100	100	100	100	0	0	四阶8级手镯，39级可以使用，可以通过合成获得	5
115033	icon_115033	回荡护腕	9	15	5	4	1	0.85	1.2	1.2	40	3400	141	1974	94	94	94	94	94	94	94	0	0	五阶1级手镯，40级可以使用，可以在主线或者斯坦索姆低级副本中获得	1
115034	icon_115033	回荡护腕	9	15	5	4	2	0.88	1.1	1.1	41	3500	147	2058	98	98	98	98	98	98	98	0	0	五阶2级手镯，41级可以使用，可以通过合成获得	2
115035	icon_115033	回荡护腕	9	15	5	4	2	0.91	1	1	42	3600	150	2100	100	100	100	100	100	100	100	0	0	五阶3级手镯，42级可以使用，可以在斯坦索姆中低级副本中获得	2
115036	icon_115033	回荡护腕	9	15	5	4	3	0.9399999999999999	0.9	0.9	43	3700	153	2142	102	102	102	102	102	102	102	0	0	五阶4级手镯，43级可以使用，可以通过合成获得	3
115037	icon_115037	无畏护腕	10	15	5	4	3	0.97	0.8	0.8	44	3800	153	2142	102	102	102	102	102	102	102	0	0	五阶5级手镯，44级可以使用，可以在斯坦索姆中高级副本中获得	3
115038	icon_115037	无畏护腕	10	15	5	4	4	1	0.7	0.7	45	3900	159	2226	106	106	106	106	106	106	106	0	0	五阶6级手镯，45级可以使用，可以通过合成获得	4
115039	icon_115037	无畏护腕	10	15	5	4	4	1.03	0.6	0.6	46	4000	162	2268	108	108	108	108	108	108	108	0	0	五阶7级手镯，46级可以使用，可以在斯坦索姆高级副本中获得	4
115040	icon_115037	无畏护腕	10	15	5	4	5	1.06	0.5	0.5	47	4100	165	2310	110	110	110	110	110	110	110	0	0	五阶8级手镯，47级可以使用，可以通过合成获得	5
115041	icon_115041	惩罚护臂	11	15	5	4	1	1.05	1	1	48	4200	156	2184	104	104	104	104	104	104	104	0	0	六阶1级手镯，48级可以使用，可以在主线或者黑石之翼低级副本中获得	1
115042	icon_115041	惩罚护臂	11	15	5	4	2	1.08	0.92	0.92	49	4300	162	2268	108	108	108	108	108	108	108	0	0	六阶2级手镯，49级可以使用，可以通过合成获得	2
115043	icon_115041	惩罚护臂	11	15	5	4	2	1.11	0.84	0.84	50	4400	165	2310	110	110	110	110	110	110	110	0	0	六阶3级手镯，50级可以使用，可以在黑石之翼中低级副本中获得	2
115044	icon_115041	惩罚护臂	11	15	5	4	3	1.14	0.76	0.76	51	4500	171	2394	114	114	114	114	114	114	114	0	0	六阶4级手镯，51级可以使用，可以通过合成获得	3
115045	icon_115045	救赎护腕	12	15	5	4	3	1.17	0.68	0.68	52	4600	168	2352	112	112	112	112	112	112	112	0	0	六阶5级手镯，52级可以使用，可以在黑石之翼中高级副本中获得	3
115046	icon_115045	救赎护腕	12	15	5	4	4	1.2	0.6	0.6	53	4700	171	2394	114	114	114	114	114	114	114	0	0	六阶6级手镯，53级可以使用，可以通过合成获得	4
115047	icon_115045	救赎护腕	12	15	5	4	4	1.23	0.52	0.52	54	4800	174	2436	116	116	116	116	116	116	116	0	0	六阶7级手镯，54级可以使用，可以在黑石之翼高级副本中获得	4
115048	icon_115045	救赎护腕	12	15	5	4	5	1.26	0.44	0.44	55	4900	180	2520	120	120	120	120	120	120	120	0	0	六阶8级手镯，55级可以使用，可以通过合成获得	5
215001	icon_215001	氏族之护	30	15	5	4	4	1.25	0.83	0.83	35	2200	105	1470	70	70	70	70	70	70	70	42	0	战场一节1级手镯，38级可以使用，附有韧性属性，可以通过战场兑换获得	4
215002	icon_215001	氏族之护	31	15	5	4	4	1.28	0.78	0.78	40	2600	114	1596	76	76	76	76	76	76	76	60	0	战场一节2级手镯，48级可以使用，附有韧性属性，可以通过战场兑换获得	4
215003	icon_215001	氏族之护	32	15	5	4	4	1.31	0.46	0.6	45	3400	141	1974	94	94	94	94	94	94	94	80	0	战场一节3级手镯，58级可以使用，附有韧性属性，可以通过战场兑换获得	4
215004	icon_215002	固戍之臂	33	15	5	4	4	1.34	0.4	0.55	50	4200	156	2184	104	104	104	104	104	104	104	100	0	战场二节1级手镯，59级可以使用，附有韧性属性，可以通过战场兑换获得	4
